Item No.,Description,Unit,Rate,
8567,"tLrhnkj oky ,xya 12X19X0-4 feeh- 3000 feeh",izR;sd,125-00,
8568,ikmMj dksfVM tLrhnkj e/;Lr dzksl Vh lSDlu 15X42X0-40 feeh- 1200 feeh yEck,izR;sd,105-00,
8569,ikmMj dksfVM tLrhnkj e/;Lr dzksl Vh lSDlu 15X42X0-40 feeh- 600 feeh yEck,izR;sd,50-00,
8570,tLRkh yksgk eq[; Vh lhfyax lsD”ku 30x25x0-3 ¼3 ehVj yack½,izR;sd,210.00,
8571,"tLrh yksgk ifjf/k nhokj dk ,axy 25x25x0-4 feeh- ¼3 ehVj yack½",izR;sd,170.00,
8572,"tLRkh yksgk baVjehfM,V dzksl Vh lsD”ku 25x25x0-03 feeh- ¼1-2 ehVj yack½",izR;sd,80.00,
8573,"tLRkh yksgk baVjehfM,V dzksl Vh lsD”ku 25x25x0-3 feeh-¼0-6 ehVj yack½",izR;sd,35.00,
8579,0-75 fe0eh0 eksVk dksYM QkseZ ykbZV xst LVhy lh&lSD”ku ftad dksfVax@f”kfYVax bR;kfn lfgr,fd-xzk-,140-00,
8580,dksYM QkseZ ykbZV xst LVhy viO;;,fd-xzk-,18-00,
8581,595×595 fe-eh] 12 fe-eh eksVs lw{e Vsxqyj fdukjs okys v)ZNsnd thvkjth ¼Xykl Qkbcj jhuQkslZM ftIle½ QkYl flfyax VkbZyA,oxZ eh-,550-00,
8582,595X595 feeh- 12 feeh eksVs lw{e Vsxqyj fdukjs okys iw.kZ Nsnd thvkjth ¼Xykl Qkbcj jhuQkslZM ftIle½ QkYl flfyax VkbZyA,oxZ eh-,600-00,
8583,595X595 feeh- 10 feeh eksVs oxkZdkj Vsxqyj fdukjs okys iw.kZ Nsnd thvkjth ¼Xykl Qkbcj jhuQkslZM ftIle½ QkYl flfyax VkbZyA,oxZ eh-,750-00,
8587,15X32X0-33 feeh- ¼600 fe-eh- yEch½ tLrhdj.k yksg e/;orhZ lsDlu dzkl Vh,izR;sd,37-00,
8588,"1000 feeh- yach] 6 feeh O;kl okyh iw.kZ #i ls FkSzsfMM tLrhdj.k ,e ,l gSaxj jkWM",izR;sd,28-00,
8589,595×595 feeh- vkdkj rFkk 15 feeh eksVh dSfY”k;e flysdsV Vsxqyj,,,
,lhfyax Vkbysa,oxZ eh-,685-00,
No.,,,,
26.1,"Providing & fixing in position Phenol bonded Bamboowood flooring with planks of sizes 14mm thick, minimum 1800mm length and minimum 100 mm wide, in approved colour, texture and finish, having Performance Appraisal Certificate (PAC) issued by Building Materials & Technology Promotion Council (BMTPC). The flooring shall be fixed with tongue and groove interlocking system, with underlayment of 4mm thick expanded polyethylene foam sheets having density 40kg/cum, over prepared surface with necessary quarter round planks of size 1900mm x 18mm and door reducer of size 1900mm x 44mm, wherever required. The bamboowood planks shall have minimum density of 1000 Kg/cum & minimum Hardness 1000 Kgf. with Eco friendly UV coating, all complete as per direction of the Engineer in-charge.",sqm,5289.05,
26.2,"Providing & fixing in position Phenol bonded Bamboo wood in wall skirting with planks of sizes 14mm thick, 1900mm length (minimum) and 85mm wide(minimum), in approved colour, texture and finish, having Performance Appraisal Certificate (PAC) issued by Building Materials & Technology Promotion Council (BMTPC). The skirting shall be fixed with SS screws & rawl plugs, over underlayment of 4mm thick, expanded polyethylene foam sheets having 40kg/cum density over prepared surface. The bamboowood planks shall have minimum density of 1000Kg/cum & minimum Hardness 1000 Kgf. with Eco friendly UV coating, all complete as per direction of the Engineer in-charge.",sqm,5191.10,
26.3,"Providing & fixing in position Phenol bonded Bamboowood wall cladding at all height with planks of sizes 10mm thick, minimum 1800mm length and minimum 100 mm wide, in approved colour, texture and finish, having Performance Appraisal Certificate (PAC) issued by Building Materials & Technology Promotion Council (BMTPC), with necesasary profiled edges fixed with 40mm SS screws 5 nos in each tile to frame work made of second class teak wood of size 20x15 mm in centre of each tile and bottom and top of work height, 40x15mm placed at ends of each tile. The cladding shall be laid over backlayment of 1.00 mm thick expanded polyethylene foam of density 40kg/cum in two layers, first layer on wall surface before fixing wooden frame and second layer on frame under cladding. The bamboowood planks shall have minimum density of 1000 Kg/cum & minimum Hardness 1000 Kgf. with Eco friendly UV coating, all complete as per direction of the Engineer in-charge.",sqm,5609.20,
26.4,"Providing & fixing in position Phenol bonded Bamboowood panelled or panelled and glazed shutters for doors windows, clerestorey windows with pre-molded minimum 30mm thick planks, in approved colours, texture & finish. It shall have 10mm wide, 25mm deep grove to fit in panels.The bamboo wood shall have minimum density of 1000 Kg/cum, minimum Hardness 1000 Kgf. All styles and rails shall have profiled interlocking system locked in place by bamboo pins, all complete as per direction of Engineer in charge. (The panelling will be paid for separately).",sqm,5504.70,
No.,,,,
,"26.19.1 0.71 mm thick, the profile detail width 1044/920 mm, cover width 1000/875 mm.",sqm,983.90,
,"26.19.2 0.91 mm thick, the profile detail width 1044/920 mm, cover width 1000/875 mm.",sqm,1247.40,
26.22,"Providing and fixing false ceiling at all heights with integral densified calcium silicate reinforced with fibre and natural filler false ceiling tiles of Size 595x595mm of approved texture, design and patterns as per CPWD Specification 2019, to be laid in true horizontal level suspended on inter-locking metal T-Grid of hot dipped galvanised iron section of 0.33mmthick (galvanized @ 120 grams per sqm including both sides)comprising of main-T runners of size 24x38 mm of length 3000 mm,cross - T of size 24x32 mm of length 1200 mm and secondary intermediate cross-T of size 24x32 mm of length 600mm to formgrid module of size 600 x 600 mm, suspended from ceiling usinggalvanised mild steel items (galvanizing @ 80 grams per sqm) i.e. 12x50 mm long dash fasteners, 6 mm dia fully threaded hanger rod upto 1000 mm length and L-shape level adjuster of size 76x25x25x1.6 mm fixed with grid and Z cleat of size 25x37x25x1.6mm thick with precut hole on both 25mm flange to pierce into 12x50mm or even bigger size dash fastener if require, fixed with Glavanised iron perimeter wall angle or size 24x24x0.40 mm of length 3000 mm to be fixed on periphey wall / partition with the help of plastic rawl plugs at 450mm center to center and 40 mm long dry wall S.S screws. The workshall be carried out as per specifications, drawing and as per directionsof the Engineer-in- Charge.",,,
,26.22.1 With 15 mm thick Tegular edged light weight calcium sliciate false ceiling tiles,sqm,1777.50,
,26.22.2 With 15 mm thick tegular/butt edged without perforation plain/designer light weight calcium silicate Anti-Microbial Bio-Safe coated false ceiling tiles Confirming to JIS-Z2801 and ASTM G-21,sqm,1981.20,
26.23,"Providing and fixing false ceiling at all heights with integral densified calcium silicate reinforced with fibre and natural filler false ceiling tiles of Size 595x595 mm of approved texture, design and patterns having NRC (Noise Reduction coefficient) of 0.50 (minimum) as per IS 8225:1987, Light reflectance of 85% (minimum). Non combustible as per BS:476 (part-4), fire performance as per BS:476 (part 6 &7), humidity resistance of 100%, thermal conductivity < 0.043 W/m K as per ASTM 518:1991, in true horizontal level suspended on inter- locking metal powder coated T-Grid of hot dipped galvanised iron section of 0.40 mm thick on Silhouette profile,rotary stiched double webbed white with 6mm reveal profile (white/black),comprising of main-T runners of size 15x42mm of length 3000 mm, cross - T of size 15x42 mm of length 1200 mm and secondary intermediate cross- T of size 15x42 mm of length 600mm to form grid module of size 600 x 600 mm, suspended from ceiling using galvanised mild steel items (galvanizing @ 80 grams per sqm) i.e. 50 mm long, 8 mm",,,
No.,,,,
,"outer diameter M-6 dash fasteners, 6 mm dia fully threaded hanger rod upto 1000 mm length and L-shape level adjuster of size 85x25x2 mm. Galvanised iron perimeter wall angle of size 22x19x0.40 mm of length 3000 mm to be fixed on periphery wall / partition with the help of plastic rawl plugs at 450 mm center to center and 40mm long dry wall S.S screws. The work shall be carried out as per specifications, drawing and as per directions of the Engineer-in-Charge.",,,
,26.23.1 With 15 mm thick integral densified micro edge light weight calcium silicate false ceiling tiles,sqm,2055.65,
26.24,"Providing and fixing in position wall panelling at all heights with integral densified calcium silicate panels/tiles of size 595 x 595mm, having NRC (Noise Reduction coefficient) of 0.50 (minimum) as per IS 8225:1987, Light reflectance of 85% (minimum). Non combustible as per BS:476 (part-4), fire performance as per BS:476 (part 6 &7), humidity resistance of 100%, thermal conductivity <0.043 W/m K as per ASTM 518:1991, comprising of a frame made from especially fabricated galvanised mild steel sheet 0.50 mm thick pressed section (galvanizing @120 grams per sqm including both sides) i.e.vertical studs of size 48 x 34 x 36 mm are placed at 600mm center to center in a floor and ceiling channel section of size 50 x 32m fixed to the floor and soffit at 600mm centers using 12mm dia,50mm long wedge type expanded zinc alloy dash fastner with 10mm bolt. This same channel is then to be fixed in horiziontal direction at 600mm center to center so as to form a grid of 600mm x 600mm. Glasswool of 50mm thickness is then to be inserted in the slots and finally calcium silicate non combustible panels/tiles are to be screw fixed with self tapping pan head nickel coated mild steel screws of size 13 x 3.2mm on to this grid leaving an even groove of 1 mm between the panels. The joints between the panels are to be duly jointed and finished using recommended jointing calcium silicate based compound and fiber joint tape roll 50mm wide (90 metre )roll and two coats of primer suitable for panelling as per manufacturer's specification as per direction of Engineer-in-Charge all complete.",,,
,26.24.1 With 15 mm thick fully perforated square/butt edge light weight calcium silicate panels/ tiles,sqm,2748.85,
26.25,"Providing and fixing 15 mm thick false ceiling tiles at all heights with integral densified calcium silicate reinforced with fibre and natural filler false ceiling tiles of Size 595x595 mm of approved texture, design and patterns having NRC (Noise Reduction coefficient) of 0.50 (minimum) as per IS 8225:1987, Light reflectance of 85% (minimum). Non combustible as per BS:476 (part-4), fire performance as per BS:476 (part 6 &7), humidity resistance of 100%, thermal conductivity < 0.043 W/m K as per ASTM 518:1991,in true horizontal level on the existing frame work consisting of T-sections and Lsections suitably fixed according to tile size as per direction of Engineer-in-charge.",sqm,1419.00,
26.26,"Providing & fixing false ceiling at all heights with GRG (Glass Fibre Reinforced Gypsum) false ceiling tiles of Size 595x595 mm of approved texture, design and patterns having moisture content less than 2%, humidity resistance of 99%, NRC 0.50 to 0.75 as per IS 8225:1987,",,,
No.,,,,
,"Non combustible as per BS 476 (part 4)-1970 and light reflectance of 85% (minimum) to be laid in true horizontal level suspended on inter- locking metal T-Grid of hot dipped galvanised iron section of 0.33mm thick (galvanized @ 120 grams per sqm including both sides) comprising of main-T runners of size 15x32 mm of length 3000 mm, cross - T of size 15x32 mm of length 1200 mm and secondary intermediate cross-T of size 15x32 mm of length 600mm to form grid module of size 600 x 600 mm, suspended from ceiling using galvanised mild steel items (galvanizing @ 80 grams per sqm) i.e. 50 mm long, 8 mm outer diameter M-6 dash fasteners, 6 mm dia fully threaded hanger rod upto 1000 mm length and L-shape level adjuster of size 85x25x2 mm. Galvanised iron perimeter wall angle of size 24x24x0.40 mm of length 3000 mm to be fixed on periphery wall / partition with the help of plastic rawl plugs at 450 mm center to center and 40 mm long dry wall wood screws. The work shall be carried out as per specifications, drawing and as per directions of the Engineer-in-Charge.",,,
,26.26.1 With semi perforated 12 mm thick micro tegular edged GRG false ceiling tiles.,sqm,1690.45,
,26.26.2 With fully perforated 12 mm thick micro tegular edged or 10 mm thick square edged GRG false ceiling tiles.,sqm,1760.70,
26.27,"Providing and fixing mineral fibre false ceiling tiles at all heights of size 595X595mm of approved texture, design and pattern. The tiles should have Humidity Resistance (RH) of 99%, Light Reflectance ? 85%, Thermal Conductivity k = 0.052 - 0.057 w/m K, Fire Performance as per (BS 476 pt - 6 &7)in true horizontal level suspended on interlocking T-Grid of hot dipped all round galvanized iron section of 0.33 mm thick (galvanized @120 gsm) comprising of main T runners of 15x32 mm of length 3000 mm, cross T of size 15x32mm of length 1200 mm and secondary intermediate cross T of size 15x32 mm of length 600 mm to form grid module of size 600x600 mm suspended from ceiling using galvanized mild steel item (galvanised@80gsm) 50 mm long 8mm outer diameter M-6 dash fasteners, 6 mm diameter fully threaded hanger rod up to 1000 mm length and L-shape level adjuster of size 85x25x2 mm, spaced at 1200 mm centre to centre along main ‘T’. The system should rest on periphery walls /partitions with the help of GI perimeter wall angle of size24x24X3000 mm made of 0.40 mm thick sheet, to be fixed to the wall with help of plastic rawl plug at 450 mm centre to centre & 40 mm long dry wall S.S. screws. The exposed bottom portion of all T-sections used in false ceiling support system shall be pre-painted with polyester baked paint, for all heights. The work shall be carried out as per specifications, drawings and as per directions of the engineer-in-charge.",,,
,26.27.1 With 16 mm thick beveled tegular mineral fibre false ceiling tile (NRC 0.55 to 0.6,sqm,2069.90,
,26.27.2 With 20 mm thick beveled tegular mineral fibre false ceiling tile (NRC 0.7),sqm,2362.10,
,26.27.3 With 16 mm thick beveled tegular mineral fibre Anti- microbial false ceiling tile confirming to ISO 5 (class 100) specifications,sqm,2189.55,
No.,,,,
26.42,"Providing and fixing of external wall system on Light gauge steel frame work with outer face cement boards as per standard sizes fixed with self- drilling / taping screws / fasteners @ 60cm c/c of approved make. A groove of 2 mm to 3mm shall be maintained and grooves shall be sealed with silicon based sealant. The board shall be fixed in a staggered pattern. Screws shall be of counter sunk rib head of 1.60mm to 4 mm thick or 8 to 10 gauge of length varying from 25 to 45 mm and. Internal face 12.5 mm thick gypsum plaster board fixed on cement board as per standard sizes fixed with self- drilling / taping screws / fasteners @ 60cm c/c of approved make, proper taping and jointing to be done using fiber mesh tape and epoxy and acrylic based jointing compound for seamless finish.(cost of frame work to be paid for separately)",,,
,"26.42.1 Outer face: Outer face having 6mm thick fiber cement board fixed on 9mm thick fiber cement board, Type A, as per IS:14862:2000 (high pressure steam cured) Inner Face :- 12.5 mm thick gypsum plaster board conforming to IS 2095:2011 fixed on 8 mm thick fibre cement board confirming to IS:14862:2000 of type B (High pressure steam cured)",sqm,3485.20,
,"26.42.2 Outer face: Outer face having 8 mm thick cement bonded particle Board fixed on 10 mm thick cement bonded particle board. (Termite, Fire and Moisture Resistance) as per IS 14276:1995. Inner face:-12.5 mm thick gypsum plaster board conforming to IS 2095:2011 fixed on 8 mm thick cement bonded particle board (Termite, fire and moisture resistance) confirming to IS:14276:1995)",sqm,2764.05,
26.43,"Providing and fixing internal wall panels on Light gauge steel frame work with 12.5mm thick gypsum plaster board conforming IS 2095:2011 fixed on cement board as per standard sizes fixed with self-drilling / taping screws / fasteners @ 60cm c/c of approved make, Screws shall be of counter sunk rib head of 1.60mm to 4 mm thick or 8 to 10 gauge of length varying from 25 to 45 mm. Proper taping and jointing to be done using fiber mesh tape and epoxy and acrylic based jointing compound for seamless finish.(cost of frame work to be paid for separately",,,
,26.43.1 Cement Fiber Board 8 mm thick as per IS 14862:2000 of type B (High pressure Steam Cured),sqm,2170.40,
,"26.43.2 Cement Bonded particle board 8 mm (Termite, Fire & Moisture Resistance), as per IS:14276 : 1995",sqm,1920.20,
26.44,Providing and fixing in all exterior face panels breathable vapour barrier underneath the cement fiber board as per National Building Code 2009 complete as per direction of Engineer-in-charge.,sqm,273.80,
26.45,Supplying and installation of moisture resistant/fire resistant cement board as per standard sizes fixed with self-drilling / taping screws. Screws shall be of counter sunk rib head of 1.60mm to 4 mm thick or 8 to 10 gauge of length varying from 25 to 45 mm.,,,
No.,,,,
,"in the out side rib of each panel. The tolerance of finished panel shall not be less than (-1 mm) and shall conform to IS 14987-1999. Pins and wedges to be made of high grade hot dipped galvansied mild steel. This form work also comprises of M.S. angle iron, ""Z"" shaped brackets braced diagonally at 0.90 to 1.00 mtr. centre to centre on extrenal wall face just the level below on which to lay M.S. square tube panels (Challis) and guard railing supports to form working platform and 40 mm dia G.I. telescopic adjustable props to support deck formwork and beam soffit panels including de-shuttering the formwork from odd/even level to be shifted/lifted to next alterante odd/even level before which the points and shuttering surface to be thoroughly cleaned, pins greasing and shuttering surface oiling propoerly before fixing all complete including sealing of gap between kicker plates of wall panel and floors (if any) as per design of formwork as provided by shuttering supplier and as per direction of the Engineer-in-charge including filling and finishing the holes of varied sizes and shapes (left by keys/pins of aluminium form work shuttering while de-shuttering) with GP-2 cementeous polymer compound mixed with water in ratio prescribed by manufacturer to form consistent workable dough for pushing it in the holes upto full depth of wall using appropriate tools and finishing smooth all complete as per directions of the Engineer-in-charge.",sqm,456.85,
26.49,"Providing and fixing in position factory made EPS cement sandwich wall/roof/floor light weight solid core panels made of core material of EPS granule balls/beads (conforming to IS 4671:1984 and shall have density not less than 15kg per cum) adhesive, cement, sand, flyash and other bonding material in mortar state processed to form in a preset mould. The outer face on both sides of the panels will be non asbestos fiber cement board confirming to IS 14862:2000 or Calcium silicate board confirming to EN 14306:2009 of 5mm thick each. Panel shall be laid on 6mm thick cement mortar (1 cement: 2 fine sand) mixed with chemical adhesive of 0.5kg per 50kg of cement or shall be preferably fixed into 'C' channel made of 1.2mm thick MS plate screwed/fastenened to the slab/column/beam etc. The panel shall fixed vertically with tongue and groove joint and horizontally locked with steel bar between each other and floors and filled with cement mortar and adhesive. Panels should be used as floor & roofing with additional structural support, steel or RCC depending upon the design. All the operation shall be completed in all respect as per drawings, Manufacturers specifications and under the overall direction of Engineer-in-Charge (Cost of all the material is included except ""C channel"" which will be paid seperately).",,,
,26.49.1 Non load bearing panels 50mm thick of required size,sqm,1182.15,
,26.49.2 Non load bearing panels 60mm thick of required size,sqm,1336.30,
,26.49.3 Non load bearing panels 75mm thick of required size,sqm,1658.70,
,26.49.4 Non load bearing panels 90mm thick of required size,sqm,1930.55,
,26.49.5 Non load bearing panels 100mm thick of required size,sqm,2273.85,
No.,,,,
26.50,"Providing and fixing in position factory made non asbestos fibre reinforced aerated cement sandwich wall/roof/floor light weight solid core panels made of light weight cement concrete core composed of OPC cement, pulverized flyash, quick lime, cotton pulp & Gypsum in mortar state mixed with aeration agent in a preset mould. The outer face on both sides of the panels will be non asbestos fibre cement board confirming to IS 14862:2000. These solid wall panels are installed using Galvanized iron steel tracks/C channel of 1mm thick of required sizes as recommended by manufacturer's and fixed to floor and RCC soffit in plumb to each other with steel screw/ fasteners. The panel shall be fixed vertically with tongue & groove joint with cement based polymer modified jointing compound. The exposed surface finished with fibre mesh/glass fibre tape with polymer based jointing compound having superior flexibility. Panels should be used as floor & roofing with additional structural support, steel or RCC depending upon the design. All the operation shall be completed in all respect as per drawings, Manufacturers specifications and under the overall direction of Engineer-in-Charge (Cost of all the material is included except ""tracks/C channel"" which will be paid separately).",,,
,26.50.1 Non load bearing panels 50mm thick of required size (minimum 4mm thick fibre cement board),sqm,1357.75,
,26.50.2 Non load bearing panels 75mm thick of required size (minimum 5mm thick fibre cement board),sqm,1575.50,
26.51,"Supplying of standard quality GFRG panel of 124 mm thickness with modular cavities purchased from GFRG panel manufacturing plant in the country, cut to required wall sizes and floor/ roof slab sizes in correct length and height, including cutting of door, window and ventilator opening as per the cutting drawing prepared by architects /design engineers for the construction of GFRG building and loaded in stillages for transportation to the construction site. Cost of panel includes security deposits, hire charges of stillages & jaws, cost of transportation in trucks/ lorries without any damages upto 300kms including all leads and lifts from GFRG manufacturing plant to construction site and unloading at site using suitable fork lift/ crane. (Payment shall be made on the basis of area of one side of panel without reduction of opening of door/ window / ventilator). For transportation above 300kms, additional charges to be paid.",sqm,1309.05,
26.52,"Erection of GFRG Panels in walls in all floors using suitable crane as per instructions of Engineer-in-Charge, as per cutting drawings and structural drawings, in perfect line and plumb, above RCC plinth beam/GFRG panel below and provide necessary lateral/ slanting support to keep the wall panel in safe position, providing & tieing of Reinforcement as per structural drawings and applying a coat of water repellant coating Zycosil/equivalent or equivalent product (1 Zycosil/equivalent compound :10 water ) to saturation level over RCC plinth beam to provide water proofing treatment to joint between wall panel & plinth beam as per the guide lines / instruction by the engineer in charge. (Cost of reinforcement, water proofing of walls and plinth beam/GFRG panel below joints and installation of door/ window frames",,,
No.,,,,
,"before filling of concrete shall be paid separately). The rate quoted shall include making provision for laying of lintels, beams, sunshades, staircase beams, lofts, plumbing work, electrical conduits and any structural insertion etc., as per the drawing and direction of the engineer in charge. The payment shall be made based on the actual exposed area (one side only) of the panel.The work shall be carried out as per the Special Conditions For Glass Fibre Reinforced Gypsum (GFRG) Structures mentioned in NIT.Note: i) When cutting panel, “A” side is to be for outside or external surface of respective external wall and B side is to be for internal surface of wall ii)Erection of panel is to be with reference to both building plan & cutting drawing by following notational mark indicated in the cutting drawing as well as notional mark written on each panel cut as per cutting drawing",sqm,234.80,
26.53,"Filling of empty cavities (as shown in the structural design drawing) with quarry dust mixed with 5% cement (by volume). After initial infill of 50 mm thick with M25 concrete at base/bottom of cavities to seal off, infill wall panel cavities in 3 stages as detailed below, (i) 1st pour / infill to be limited to 0.3 to 0.50 m height from bottom of the panel.(ii) 2nd Pour/ infill: infilling shall be done only after 90 minutes interval between successive pours. The maximum height of infill shall be restricted to 1.5m height or up to the top level of door / window.(iii) 3rd pour/infill: After an interval of 90 minutes of second pour, infill or pour the balance height up to the bottom of embedded RCC tie beam. Pour enough water just required to dampen the dry mix enough to form cake form after each stage.(cost of laying M25 concrete shall be paid separately)(If any rain falls in between any stages of concrete pour, make sure to cover the panel top to prevent ingress of water or water falling into the cavities. In case of water collection over the concrete inside the panel, drill 10mm hole in GFRG panel immediately above concrete filled level to drain out water before pour/in-fill of balance concreting)",cum,2375.90,
26.54,"Laying of GFRG panel as roof / floor slab panel and staircase panel using suitable crane as per instructions of Engineer-in-Charge, including providing support system with 25mm x 300mm-400 mm wide plywood, as runner with proper prop below proposed micro beams including(a) Cutting of top flange of panel to 180 mm wide (leaving 25mm projection on either side) to provide RCC embedded micro beam as per cutting drawings and structural drawings. (b) Reinforcement for micro beams and tie beams to be provided in position with proper anchorage as per structural drawings. (c) Provision for Electrical cabling, fan hooks and laying of pipes for plumbing work. (d) Concreting of Tie beam, micro beam and top of GFRG panels (50 mm thick) with M-25 cement concrete mix using coarse aggregate of size less than 20 mm including laying of 10 gauge 100x100 size weld mesh with 25 mm effective cover from the panel top.",sqm,238.45,
26.55,Supplying and fixing 10 Gauge weld mesh of size 100mm x 100 mm for floor/roof slab concrete screed over the micro beams as reinforcement. The weld mesh shall be fixed as per drawing.,sqm,236.00,
No.,,,,
26.56,"Application of ZMB 60/equivalent solution (100 Kg ZMB 60/equivalent, 1 litre ZMB Nano Thinner, 20 litre water & 1 Litre Zycoprime/equivalent = 122 litre/kg) over already applied coat of Zycosil/equivalent & Zycoprime/equivalent solution on the top of all the RCC plinth beams by brush/spray coat before erection of GFRG over RCC plinth beams in GF. In the case of upper floors 150 mm wide on floor slab for all the external walls, bath/toilet/wet areas (3 hrs drying time) before erection of wall panel on upper floors including erection of parapet wall.",sqm,302.20,
26.57,"After erection of GFRG wall panels, seal all GFRG wall joints with paper tape temporarily. Water proofing treatment of vertical joints with Zycosil/equivalent water proofing Solution (1 litre of Zycosil/ equivalent & 20 litres of water stirred first & 2 litres of Zycoprime/ equivalent added and stirred (total 23 litres)) with 50 ml syringe till the gap and in filled concrete is completely saturated. After removing the paper seal, seal off the vertical joints with water proofing material ""Grout RW/equivalent "" (Sealing cost excluded.)",metre,85.15,
26.58,"Filling of joints between RCC plinth beam / floor slab and wall panel of external walls, toilet / bath room / wet areas walls on all floor and parapet wall over roof slab, stair case head room at the time of erection of GFRG panels with Grout RW/equivalent sealant compound after the erection of panel before the infill of concrete in panel cavities and fine finish. This applies for all horizontal and vertical joints between GFRG wall and slab panels.",metre,41.55,
26.59,"Water proofing treatment of Vertical joints (of external side and internal side) between door frame, window & ventilator frames (on all four sides) of outer wall over the Zycosil/equivalent & Zycoprime/equivalent solution already applied (before the installation of door / window / ventilator frames in position) and fine finish with Grout RW/equivalent.",metre,42.35,
26.60,Water proofing treatment of RCC sunshade with Zycosil/equivalent water proofing Solution (1 litre of Zycosil/equivalent & 20 litres of water stirred first & 2 litres of Zycoprime/equivalent added and stirred (total 23 litres)) till it meets the saturation level and testing as per RILEM or by water drops test in which water drops do not absorb but drops remain or rolls.,sqm,135.80,
26.61,"In-filling / sealing of joint between RCC lintel cum sunshade and wall (on external side) in all floors by pushing in Grout RW/equivalent in paste form and coving 20 mm x 20 mm after applying a coat of Zycosil/equivalent & zycoprime/equivalent solution before cement plastering of top, bottom and sides of RCC sunshade.",metre,42.35,
No.,,,,
26.78,Providing & Applying weather proof sealant on outer joints of approved make confirming to IS & directed by Engineer-in-charge.,,,
,26.78.1 Sealant 25mmx10mm at joints,metre,152.50,
26.79,Providing & Laying of levelling sim pads required sizes (5x5cm to 10x10cm) of PVC / Rubber to adjust level of bearing surface of supporting members as per the direction of Engineer in charge.,,,
,26.79.1 2mm thick,each,24.30,
,26.79.2 5 mm thick,each,31.00,
,26.79.3 10 mm thick,each,44.35,
26.80,"Providing & Grouting of dowel tubes / Shear keys / Joints of precast members with M-60 grade cementitious grout (Non Shrink) of approved make by suitable means ( Free flowing /pump),curing etc. Complete as per directions of Engineer-in-charge. (The payment shall be made on the basis of actual weight of approved grout injected.)",,,
,26.80.1 Stirrer mixed cementitious grout (non shrink) of approved make in dowel tubes / Shear keys / Joints of precast members.,kg,76.70,
26.81,Providing and fixing Scaffolding net of required width made of high density Polyethylene UV stabilized knitted on warp knitting machines having density 100grams/sqm and shading coefficient minimum 75% around the construction site/ for vertical extension as per requirement including fastening/tying with building/scaffolding pipes or with any other fixtures etc. complete as per direction of Engineer-in-Charge. (One time payment shall be made for providing Scaffolding net from start of work till completion of work including shifting if any. The Scaffolding net shall be the property of the contractor on completion of the work),sqm,25.10,
26.82,"Providing and laying rigid EPS (cellular plastic material) blocks conforming to ASTM standards/specifications of minimum density 21.60 Kg/cum on floors, steps, stage etc. of required size and shape as per direction of the Engineer-in-Charge. This shall include the following operation. “The EPS blocks shall be cut to required shape and sizes including cuttings for passing of services, joined together with synthetic resin adhesives as per relevant specifications and packed/placed in position for stepped floor or platform formation. The top and sides surfaces to be provided with GI woven wire mesh of aperture 5.45 mm (with wire dia 0.90 mm) secured to EPS blocks with wire pins/clips. Horizontal top surface to be provided with 20 mm thick cement concrete 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate upto 6mm chippings) and vertical surface to be provided with 12mm cement plaster 1:4 (1 cement : 4 coarse sand). The concrete/plastered surfaces so prepared shall be scratched with wire brushes to form burrs, so as to act as base for flooring or veneering/panelling to be done later as per approved design (which shall be paid for separately complete as per direction of the Engineer-in-Charge.",sqm,2027.65,
No.,,,,
26.83,"Applying stamping finish to the top surface of freshly laid plain/ reinforced cement concrete of specified grade in porticos, sidewalks, driveways, pool decks and open yards as per direction of the Engineer-in-Charge. The process shall include the following:-",,,
,"• The concrete shall be placed and screeded to the finished grade, and floated to a uniform surface by using standard finishing techniques. The approved color hardener @ 2.7 kg/sqm shall be applied evenly to the surface of the fresh concrete by the dry shake method by sprinkling in two or more shakes, floated after each shake and trowelled only after the final floating. The approved release agent @ 0.113 kg/sqm shall be applied evenly to the trowelled surface before stamping or the said release agent can be applied to the flexible polyurethane stamp moulds of approved design and in required sizes to achieve final stamped pattern. These stampings shall be placed on the surface of concrete in three to four pieces at a time and tapped gently with rammers of sufficient size & weight to leave proper stamp marks and the process repeated for the remaining concrete surface till the whole surface to be stamped is completed within the time while concrete is in plastic stage of setting.",,,
,"• After stamping, the curing shall be done as per manufactures specifications. After initial curing the imprinted joints shall be grouted using cement slurry mixed with color hardener as per the requirement. The surface shall be sealed by applying acrylic based sealer not less than 0.167 litre/sqm.on finished surface.",,,
,• The construction joints shall be provided by groove cutting of size 4mm x 20mm in panel size 3m x 3 m or lesser as per the site conditions and filling the same with 10 mm baker rod and providing and laying (PU) Polyurethane based joint sealer of approved make as per manufacturer’s specifications and finished by applying Polyurethane resin based top protective clear coat of minimum 80 micron applied with rollers on properly cured and dry clean surface. (Cost of concrete for flooring is not included in this item which shall be paid separately.),sqm,640.20,
26.84,"Supplying and laying of Uni-Axial Woven Polyster Geogrid conforming to MORTH 3100 and IRC113, as soil reinforcement/ basal reinforcement including accessories like tie-strips, nuts & bolts and loops/lugs for joining reinforcing elements with the facia pannels, overlaps and other protective elements for synthetic geo-grids and all other activities required for reinforced soil walls, slopes etc complete as per design requirements, manufacturer specifications and as per direction of engineer-in- charge.",,,
No.,,,,
