Item No.,Description,Unit,Rate,
8620,Vitrified floor tile 50x50 cm conforming to IS 15622:2006 group (B1a),sqm,500.00,
8621,Vitrified floor tile 60x60 cm conforming to IS 15622:2006 group (B1a),sqm,560.00,
8622,Vitrified floor tile 80x80 cm conforming to IS 15622:2006 group (B1a),sqm,900.00,
8623,Vitrified floor tile 100x100 cm conforming to IS 15622:2006 group (B1a),sqm,1390.00,
8624,"""Border tiles 200x75mm size",each,16.00,
8682,Epoxy Grout,kg,380.00,
8731,High polymer modified quickset tile adhesive,kg,9.00,
9977,Carriage,L.S.,2.12,
9988,Carriage and sundries,L.S.,2.12,
9999,Sundries,L.S.,2.12,
,,,01-04-2021,
,,,dks ;k mlls Bhd igys,
0002,gksij ds lkFk dadzhV feJd 0-25 ls 0-40 ?kuehVj dk fdjk;k,fnu,800-00,
0013,Q”kZ f?klkbZ dh e”khu,fnu,300-00,
0100,ca/kkuh,fnu,714-00,
0101,fHk”rh,fnu,714-00,
0103,yqgkj nwljh Js.kh dk,fnu,714-00,
0111,c<abZ igyh Js.kh dk,fnu,784-00,
0114,csynkj,fnu,645-00,
0115,dqyh,fnu,645-00,
0123,jkt igyh Js.kh dk ¼bZV ijr½,fnu,784-00,
0124,jkt nwljh Js.kh dk ¼bZV ijr½,fnu,714-00,
0126,jkt ¼ltkoVh iRFkj dk dke½ çFke Js.kh,fnu,784-00,
0127,"lMad jksyj] dadzhV & feJd Vªd vkfn ds fy, pkyd",fnu,784-00,
0130,feL=h,fnu,784-00,
0139,"dq”ky csynkj ¼Q”kZ & f?klkbZ vkfn ds fy,½@",fnu,714-00,
0295,"20 feeh ukeh; ¼,d ukiokyk½ uki dk iRFkj dk feykok",?ku eh-,1400-00,
0296,"12-5 feeh ukeh; uki dk ¼,d uki okyk½ iRFkj dk feykok",?ku eh-,1350-00,
0297,"10 feeh ukeh; uki dk ¼,d uki okyk½ iRFkj dk feykok",?ku eh-,1350-00,
0298,"06 feeh ukHkh; uke dk iRFkj dk feykok ¼,d ukiokyk½",?ku eh-,1400-00,
0313,vuqeksfnr dksfV dk 85@25 izos”;rk Qwadk gqvk isVªksfy;e fcVwesu,Vu,34790-00,
0367,iksVZySUM lhesaV ¼vks-ih-lh- & 43 xzsM½,Vu,5000-00,
0368,lQsn lhesaV,Vu,11200-00,
0682,tkfjr uje bLikr isap 50 feeh,lkS ux,76-00,
0784,laxejej Nkul@pw.kZ,?ku eh-,1130-00,
0785,laxejej ds lQsn vkSj dkys nkus 4 feeh rd vkSj mlls de ukiokys,fDoaVy,189-00,
0788,4 feeh ls cMh uki ds lQsn vkSj dkys laxejej ds nkus,fDoaVy,250-00,
0874,jatd xgjs dkys jax dk,fd-xzk-,70-00,
0875,jatd gYds yky] pkdysV] ukjaxh ik.Mq@ihys ¼yksgs dk yky vk¡DlkbM½ jax dk,fd-xzk-,60-00,
0876,jatd e/;e jax dk gjk ;k uhyk,fd-xzk-,56-00,
0982,eksVh jsr ¼{ks= & 3½,?ku eh-,`1500.00`,
0983,eghu jsr ¼{ks= &4½,?ku eh-,`900.00`,
1007,lajpuk bLikr tSls Vh] dksfu;ksa] ukyh & dkV] vkSj csfYyr bLikr dh dfM+;k,fDoaVy,`4950.00`,
1008,ifRr;ka 10 feeh rd eksVh,fDoaVy,`4850.00`,
,,01,-04-2021,
,,dks B,;k mlls hd igys,
1149,dkap dh ifRr;ka 4 feeh eksVh 40 feeh xgjh,ehVj,`20.00`,
1164,yky cyqvk iRFkj ds ifV;s 40 feeh eksVs ¼fcuk ?kM+kbZ ds½,oxZ eh-,`230.00`,
1165,lQsn cyqvk iRFkj ds ifV;s 40 feeh eksVs ¼fcuk ?kM+kbZ ds½,oxZ eh-,`250.00`,
1168,"dksVk iRFkj ds ifV;s 20 feeh 25 feeh rd eksVs ¼v/kZ ik¡fy”k fd, gq,½",oxZ eh-,`320.00`,
1187,igyh Js.kh dh lkxkSu dh ydM+h ds dM+h cRrs,nl ?ku Mslh eh-,`880.00`,
1190,nwljh Js.kh dh lkxkSu dh ydM+h ds r[rs,nl ?ku Mslh eh-,`791.00`,
1194,nwljh Js.kh dh nsonkj dh ydM+h ds r[rs,nl ?ku Mslh eh-,`500.00`,
1201,iwoZ fojfpr Vjktksa Vkbysa 22 feeh eksVh ¼gYds jax dh½,oxZ eh-,`285.00`,
1202,iwoZ fojfpr Vjktksa Vkbysa 22 feeh eksVh ¼njE;kus jax dh½,oxZ eh-,`265.00`,
1203,iwoZ fojfpr Vjktksa Vkbysa 22 feeh eksVh ¼xgjs jax dh½,oxZ eh-,`245.00`,
1215,fo,qr IykaV ls >ykbZ,lseh-,`2.00`
1227,pkj[kkuknkj Vjktksa Vkbysa 22 feeh eksVh ¼gYds jax dh½,oxZ eh-,`275.00`,
1228,pkj[kkuknkj Vjktksa Vkbysa 22 feeh eksVh ¼njE;kus jax dh½,oxZ eh-,`300.00`,
1229,pkj[kkuknkj Vjktksa Vkbysa 22 feeh eksVh ¼xgjs jax dh½,oxZ eh-,`260.00`,
1231,"vfrfjDr Hkqxrku] nwljh Js.kh dh lkxkSu ds pqus gq, r[rksa ds fy,",nl ?ku Mslh ehVj,`150.00`,
1240,18 feeh eksVs bVSfy;u LVksu LySc] ij ySVksa ¼LySc {ks=Qy 0-50 oxZ eh rd½,oxZ eh-,`3209.00`,
1241,"dkekZ”k;rk ,y ih th flysaMj",fd-xzk-,`84.00`,
1242,Xykl ekstsd Vkbysa ¼20 feehx20 feehx4 feeh½,oxZ eh-,`2049.00`,
1243,"jklk;fud ,Mgsflo ls Vkbysa yxkuk",fd-xzk-,`8.70`,
1244,lhesaV ikyhej xzkmV dEikmUm,fd-xzk-,`13.00`,
1245,"Vkbysa lkQ djus okyk ,flM+",yhVj,`18.00`,
2201,bZVksa dh <qykbZ,gtkj ux,`437.15`,
2202,iRFkj dk feykok ¼40 feeh½ ukHkh; eki ls de dh <qykbZ,?ku eh-,`163.93`,
2203,eksVh jsr dh <qykbZ,?ku eh-,`163.93`,
2204,ydM+h dh <qykbZ,?ku eh-,`187.35`,
2205,bLikr dh <qykbZ,Vu,`145.72`,
2209,lhesaV dh <qykbZ,Vu,`145.72`,
2211,rkj & fcVesu dh <qykbZ,Vu,`163.93`,
2216,lQsn vkSj yky cyqvk iRFkj ds [k.M vkSj dksVk iRFkj dh f”kyk dh <qykbZ,Vu,`145.72`,
2261,eghu jsr ¼1 Hkkx cnjiqj jsr% 2 Hkkx tequk jsr½ dh <qykbZ,?ku eh-,`163.93`,
2268,lxejej dh Nkul vkSj nkuksa dh <qykbZ,?ku eh-,`163.93`,
2500,"vfrfjDr Hkqxrku] nwljh Js.kh dh nsonkj ds pqus gq, r[rksa ds fy,",nl ?ku,,
,,Mslh eh-,`113.00`,
2602,"7-5 oxZ uki dh feVVh dh lkekU; idh ,Q- ih- ,l- ¼ukWu ekM;wyj½ bZVsa",gtkj ux,`4590.00`,
,,0,1-04-2021,
,,d,ks ;k mlls Bhd igys,
2708,VQZ isoj ¼500x500x40 feeh½,oxZ eh-,`510.00`,
2709,"fljsfed Vkby ds VqdMs Østh ¶yksfjax ds fy,",fDoaVy,`145.00`,
2710,"dzsth Q”kZ ds fy, lQsn laxejej edjkuk nwljs ntZs dk lknk f”kjsnkj iRFkj ds VqdMsa",fDoaVy,`160.00`,
2711,",Q ,l 800 ,p xzsM ¶yksfjax iSuy ¼vkdkj 600 feehx600 feehx 32 feeh½",izR;sd,`740.00`,
2712,ftad bysDVªksIysVsM isMsLVyl & 300 feeh,izR;sd,`145.00`,
2713,ftad bysDVªksIysVsM isMsLVyl & 450 feeh,izR;sd,`210.00`,
2714,ftad bysDVªksIysVsM V~;wc fLVªUtj,izR;sd,`70.00`,
2715,"e”khu LØq fQfDlax ds fy,",izR;sd,`3.00`,
2750,8 fe-eh- xzsukbV LVksu Vkby@fejj ikfy”k lHkh vkHkkvks esa½,oxZ eh-,`690.00`,
2751,jktuxj 8 feeh eksVh laxejej dh Vkby ¼ikfy”knkj½,oxZ eh-,`400.00`,
2752,60x60 lseh vkdkj dh i‚fy'Mh fQfu'k okyhMcy pktZ fofVªQkbM Vkby,oxZ eh-,460-00,
2753,80x80 lseh vkdkj dh i‚fy'Mh fQfu'k okyh Mcy pktZ fofVªQkbM Vkby,oxZ eh-,525-00,
2754,60x120 lseh vkdkj dh i‚fy'Mh fQfu'k okyh Mcy pktZ fofVªQkbM Vkby,oxZ eh-,550-00,
2755,80x160 lseh vkdkj dh i‚fy'Mc fQfu'k okyh Mcy pktZ fofVªQkbM Vkby,oxZ eh-,750-00,
2756,100x100 lseh vkdkj dh i‚fy'MV fQfu'k okyh Mcy pktZ fofVªQkbM Vkby,oxZ eh-,700-00,
2757,60x60 lseh vkdkj dh i‚fy'Mc fQfu'k okyh XyskTMk fofVªQkbM Vkbysa,oxZ eh-,500-00,
2758,60x120 lseh vkdkj dh i‚fy'Mc fQfu'k okyh XyskTMk fofVªQkbM Vkbysa,oxZ eh-,700-00,
2759,80x80 lseh vkdkj dh i‚fy'Mc fQfu'k okyh XyskTMk fofVªQkbM Vkbysa,oxZ eh-,650-00,
2760,80x120 lseh vkdkj dh i‚fy'Mc fQfu'k okyh Xys?TM fofVªQkbM Vkbysa,oxZ eh-,880-00,
2761,120x120 lseh vkdkj dh i‚fy'Mc fQfu'k okyh Xys~TMs fofVªQkbM Vkbysa,oxZ eh-,1200-00,
2762,"60x60 lseh vkdkj dh eSV@,aVhfLdM fQfu'k okyh XysyTM fofVªQkbM Vkbysa",oxZ eh-,480-00,
2763,"60x120 lseh vkdkj dh eSV@,aVhfLdM fQfu'k okyh XysyTM fofVªQkbM Vkbysa",oxZ eh-,700-00,
2764,"80x80 lseh vkdkj dh eSV@,aVhfLdM fQfu'k okyh XysyTM fofVªQkbM Vkbysa",oxZ eh-,650-00,
2765,"80x120 lseh vkdkj dheSV@,aVhfLdM fQfu'k okyh XysMfTM fofVªQkbM Vkbysa",oxZ eh-,880-00,
2766,"120x120 lseh vkdkj dh eSV@,aVhfLdM fQ+fu'k okyh Xys?fTM fofVªQkbM Vkbysa",oxZ eh-,1400-00,
6001,nwljs ntsZ dk f”kjknkj lknk edjkuk 18 feeh eksVk,oxZ eh-,`1450.00`,
6007,xqykch laxejej dk 18 feeh eksVk lknk,oxZ eh-,`685.00`,
6010,mn;iqj gjs laxejej dh lknh ifV;k 18 feeh eksVh,oxZ eh-,`620.00`,
6019,dkyh tscjk laxejej dh lknh ifV;k 18 feeh eksVh LySc lknk,oxZ eh-,`1000.00`,
7024,vEy lg lhesV,Vu,`7800.00`,
7048,jkWy Iyx 50 feeh ¼ukedksVh 10½,izR;sd,`22.00`,
7070,Pkkj [kkusnkj iwoZfojfpr lhesaV ØdhV VkbZys 22 feeh eksVh ftuesa 6 feeh,,,
,uki ds laxejej nkus gksaA gYds jax dh rFkk lQsn lhesaV yxk gks,oxZ eh-,`370.00`,
7071,18 feeh ekSVkbZ dk lknk lQsn iRFkj jkt uxj laxejej 0-50 oxZ eh- rd,oxZ eh-,`550.00`,
7077,10 feeh eksVh 300x300 fe-eh - vkdkj dh rstkc o {kkj lg Vkbysa,nl ux,`500.00`,
7236,iwoZ fojfpr pkj[kkusnkj lhesaV Vkbysa & 22 feeh eksVh lknh lhesaV ds iz;ksx ls xgjh vkHkk,oxZ eh-,`225.00`,
7237,iwoZ fojfpr pkj[kkusnkj lhesaV Vkbysa & 22 feeh eksVh 50%lQsn lhesaV vkSj 50%lknh lhesaV ds iz;ksx ls njE;kuh vkHkk,oxZ eh-,`335.00`,
7254,dBksj djus okyk ;kSfxd,yhVj,`36.00`,
7388,Msl gksYM QkLVuj 12-5 fe-eh- xksy] 50 fe-eh- yEck] 6 fe-eh- cksYV ds lkFk,izR;sd,`10.00`,
7800,izFke dksfV dh U;wure 5 feeh eksVkbZ dh phuh feV~Vh dh dkafpr Vkbysa] tks cjxaM+h] cksVy xzhu rFkk dkys jax ds vfrfjDr lHkh jaxksa vkSj fMtkbuksa esa gksa,oxZ eh,`190.00`,
7801,lsjsfed dkafpr Vkbys] izFke dksfV 300x300 feeh lHkh vkHkkvksa es “osr] vkbojh] Q;we jsM] czkÅu vkfn lHkh jaxks vkSj fMtkbuksa esa gks,oxZ eh-,`175.00`,
7802,lsjsfed dksfpr Vkbysa] izFke dksfV] 300x300 feeh] lHkh vkHkkvksa esa ¼”osr vkbojh] xzs rFkk I;we jsM+ czkmu vkfn dks NksM+dj½,oxZ eh-,`300.00`,
7803,fnLVd‘r lsjsfed dkafpr Vkbysa] izFke dksfV dh] 300x300 feeh] lHkh vkHkkvksa esa ¼”osr vkbojh] ¶;we jsM+ czkmu vkfn½,oxZ eh-,`340.00`,
7804,fnLVad‘r lsjsfed dkafpr Vkbysa] izFke dksfV] 300x300 feeh] lHkh vkHkkvksa esa ¼”osr vkbojh] xzs rFkk I;we jsM+ czkmu vkfn dks NksM+dj½,oxZ eh-,`400.00`,
7850,18 feeh eksVkbZ dh vxfj;k lQsn laxejej dh lknh ifV;ka,oxZ eh-,`950.00`,
8620,50`×` 50 lseh dh dkafpr Q”kZ Vkby Hkk-ek- 15622 % 2006 xzqi ¼ch&1v½,oxZ eh-,`500.00`,
8621,60`×` 60 lseh dh dkafpr Q”kZ Vkby Hkk-ek- 15622 % 2006 xzqi ¼ch&1v½,oxZ eh-,`560.00`,
8622,80`×` 80 lseh dh dkafpr Q”kZ Vkby Hkk-ek- 15622 % 2006 xzqi ¼ch&1v½,oxZ eh-,`900.00`,
8623,100`×` 100 lseh dh dkafpr Q”kZ Vkby Hkk-ek- 15622 % 2006 xzqi ¼ch&1v½,oxZ eh-,`1390.00`,
8624,cksMZj VkbZy 200`×` 75 fe-eh-,izR;sd,`16.00`,
8682,",iksDlh xzkmV",fd-xzk-,`380.00`,
8731,mPp iksfyej vk”ksf/kr fDDd lsV Vkby fpidkÅ,fd-xzk-,`9.00`,
9977,<qykbZ,",d eqLr",`2.12`,
9988,"<qykbZ ,oa fofo/k",",d eqLr",`2.12`,
9999,fofo/k,",d eq”r",`2.12`,
11.1,"Brick on edge flooring with bricks of class designation 7.5 on a bed of 12 mm cement mortar, including filling the joints with same mortar, with common burnt clay non modular bricks:",,,
,11.1.1 1:4 (1 cement : 4 coarse sand),sqm,937.00,
,11.1.2 1:6 (1cement : 6 coarse sand),sqm,898.20,
11.2,"Dry brick on edge flooring in required pattern with bricks of class designation 7.5 on a bed of 12 mm mud mortar, including filling joints with local sand, with common burnt clay non modular bricks.",sqm,733.30,
11.3,"Cement concrete flooring 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate) finished with a floating coat of neat cement, including cement slurry, but excluding the cost of nosing of steps etc. complete.",,,
,11.3.1 40 mm thick with 20 mm nominal size stone aggregate,sqm,545.00,
11.4,"52 mm thick cement concrete flooring with concrete hardener topping, under layer 40 mm thick cement concrete 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 20 mm nominal size) and top layer 12 mm thick cement hardener consisting of mix 1:2 (1 cement hardener mix : 2 graded stone aggregate 6 mm nominal size) by volume, hardening compound mixed @ 2 litre per 50 kg of cement or as per manufacturer's specifications. This includes cost of cement slurry, but excluding the cost of nosing of steps etc. complete.",sqm,855.90,
11.5,"62 mm thick cement concrete flooring with concrete hardener topping, under layer 50 mm thick cement concrete 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 20mm nominal size) and top layer 12mm thick cement hardener consisting of mix 1:2 (1 cement hardener mix : 2 graded stone aggregate, 6mm nominal size) by volume, hardening compound mixed @ 2 litre per 50 kg of cement or as per manufacture’s specifications. This includes cost of cement slurry, but excluding the cost of nosing of steps etc. complete.",sqm,928.65,
11.6,"Cement plaster skirting up to 30 cm height, with cement mortar 1:3 (1 cement : 3 coarse sand), finished with a floating coat of neat cement. 11.6.1 18 mm thick",sqm,570.75,
11.7,"Cement concrete pavement with 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 20 mm nominal size), including finishing complete.",cum,7958.65,
11.8,"Extra for making chequers of approved pattern on cement concrete floors, steps, landing, pavements etc. TERRAZO FLOORING",sqm,69.30,
11.9,"40 mm thick marble chips flooring rubbed and polished to granolithic finish, under layer 34 mm thick cement concrete 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 12.5 mm nominal size) and top layer 6mm thick with white, black, chocolate, grey, yellow or green",,,
11.29,"40 mm thick fine dressed stone flooring over 20 mm (average) thick base of cement mortar 1:5 (1 cement : 5 coarse sand), including pointing with cement mortar 1:2 (1 cement : 2 stone dust) with an admixture of pigment to match the shade of stone.",,,
,11.29.1 Red sand stone,sqm,1193.30,
,11.29.2 White sand stone,sqm,1222.75,
11.30,"40 mm thick rubbed stone flooring over 20 mm (average) thick base of cement mortar 1:5 (1 cement : 5 coarse sand) with joints 3 mm thick, side buttered with cement mortar 1:2 (1 cement : 2 stone dust) admixed with pigment to match the shade of stone and pointing with same mortar.",,,
,11.30.1 Red sand stone,sqm,1292.00,
,11.30.2 White sand stone,sqm,1321.45,
11.31,Extra for pre finished nosing in treads of steps of Kota stone/ sand stone slab.,metre,157.35,
11.32,Extra for Kota stone/ sand stone in treads of steps and risers using single length up to 1.05 metre. WOODEN FLOORING,sqm,36.35,
11.33,"25 mm wooden planking, tongued and grooved in flooring, including fixing with iron screws complete with :",,,
,11.33.1 Second class teak wood,sqm,4187.95,
,11.33.2 Second class deodar wood,sqm,2800.10,
11.34,"38 mm thick wood block flooring of first class teak wood laid over 25 mm thick leveling layer of cement concrete 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 10 mm nominal size) to be paid separately, coated with a thin layer of hot bitumen penetration 80/25 (blown type) @ 2.45 kg per sqm, including fixing blocks in position after dipping in hot bitumen (blown type) up to half depth, planed, levelled smooth and finished complete.",sqm,10543.40,
11.35,"Providing and fixing M.S. angle 50x50x5 mm to act as nosing with lugs of M.S. flat 10x5 mm, 10 cm long, forked at end 60cm apart (minimum three lugs to be provided), including necessary welding and applying a priming coat of approved primer on exposed surface etc. complete. CERAMIC GLAZED TILES",kg,142.85,
11.37,"Providing and laying Ceramic glazed floor tiles of size 300x300 mm (thickness to be specified by the manufacturer) of 1st quality conforming to IS : 15622 of approved make in colours such as White, Ivory, Grey, Fume Red Brown, laid on 20 mm thick cement mortar 1:4 (1 Cement : 4 Coarse sand), Jointing with grey cement slurry @ 3.3 kg/sqm including pointing the joints with white cement and matching pigment etc., complete.",sqm,935.60,
11.37A,"Providing and fixing 1st quality ceramic glazed floor tiles conforming to IS : 15622 (thickness to be specified by the manufacturer ) of approved make in all colours, shades except burgundy, bottle green, black of any size as approved by Engineer-in-Charge in skirting, risers of steps and dados over 12 mm thick bed of cement Mortar 1:3 (1 cement: 3 coarse sand) and jointing with grey cement slurry @ 3.3kg per sqm including pointing in white cement mixed with pigment of matching shade complete.",sqm,938.50,
11.38,"Providing and laying Ceramic glazed floor tiles of size 300x300 mm (thickness to be specified by the manufacturer), of 1st quality conforming to IS : 15622, of approved make, in all colours, shades, except White, Ivory, Grey, Fume Red Brown, laid on 20 mm thick bed of cement mortar 1:4 (1 Cement : 4 Coarse sand), jointing with grey cement slurry @ 3.3 kg/ sq.m including pointing the joints with white cement and matching pigments etc., complete.",sqm,1107.05,
11.39,"Providing and laying rectified Glazed Ceramic floor tiles of size 300x300 mm or more (thickness to be specified by the manufacturer), of 1st quality conforming to IS : 15622, of approved make, in colours White, Ivory, Grey, Fume Red Brown, laid on 20 mm thick cement mortar 1:4 (1 Cement: 4 Coarse sand), jointing with grey cement slurry @ 3.3 kg/ sqm including grouting the joints with white cement and matching pigments etc., complete.",sqm,1142.80,
11.40,"Providing and laying rectified Glazed Ceramic floor tiles of size 300x300 mm or more (thickness to be specified by the manufacturer), of 1st quality conforming to IS : 15622, of approved make, in all colours, shades, except White, Ivory, Grey, Fume Red Brown, laid on 20 mm thick Cement Mortar 1:4 (1 Cement : 4 Coarse sand), jointing with grey cement slurry @ 3.3 kg/ sqm including pointing the joints with white cement and matching pigments etc., complete. VITRIFIED FLOOR TILES",sqm,1225.10,
