Item No.,Description,Unit,Rate,
,yEckbZ dh uE; ¼dq.Myh vkd‘fr½ ihohlh fudkl uyh ih-oh-lh- tqMukjksa lfgr,izR;sd,35-00,
7120,"gkSnh vkSj /kkou&ik= ds fy, 40 feeh- O;kl okyh 700 feeh ls vU;wu yEckbZ dh v)Z uE; ¼dq.Myh vkd‘fr½ ih-oh-lh- fudkl uyh] ih-oh-lh-",,,
,tqMukjksa lfgr,izR;sd,35-00,
7121,ckVy Vªsi,izR;sd,620-00,
7122,lh-ih- czkl flxay fyoj VsfyQksfud oky feDlj vuqeksfnr czk.M,izR;sd,4500-00,
7123,10 yhVj ¼iw.kZ cgko½ {kerk okyh@jaxhu mPp ?kuRo izksfybFkkbZyhu,,,
,"iksfyizksibfyu ls cuh fua;f=r fuEu ry cgko Vadh ,oa tqMukjsa",izR;sd,550-00,
7126,"10 yhVj ¼iw.kZ cgko½ {kerk okyh@lQsn dk¡p phuh feVV~h dh cuh fua;f=r fuEu ry cgko Vadh ,oa tqMukjsa",izR;sd,700-00,
7127,10 yhVj ¼iw.kZ cgko½ {kerk okyh jaxhu lQsn dkap phuh feÍh dh fu;af=r fuEu ry cgko Vadh leLr tqMukjksa lfgr,izR;sd,1150-00,
7358,10 yhVj dh {kerk okyh ¼fuEu ry½ ¼lQsn½ cgko Vadh ¼tqMukjksa] milk/kuksa rFkk cgko ry lfgr,izR;sd,575-00,
7359,5 yhVj {kerk okyh Lopkfyr ih oh lh cgko Vadh,izR;sd,450-00,
7361,10 yhVj {kerk okyh Lopkfyr ih oh lh cgko Vadh,izR;sd,500-00,
7363,15 fe-eh- Øksfe;e eqyEek;qDr ihry dk uy] dksguh lapkfyr fyoj lfgr,izR;sd,430-00,
7364,600x450x25 feeh- lQsn dkfpr rkilg feÍh dk fuFkkj r[rk,izR;sd,500-00,
7366,"dkap izcfyr ftIle ¼th vkj th½ IykLVj cksMZ 12-5 feeh eksVk vkbZ-,l- ¼[kaM&3½ 1996 ds vuqlkj",oxZ eh-,240.00,
7375,tLrh yksgs ds cgko uy rFkk Øksfe;e eqyEek;qDr ihry ds foLrkjd],,,
,Øksfe;e eqyEek;qDr la;kstd uy lfgr bdgjh gksBnkj ew=nkuh,izR;sd,445-00,
,,,01-04-2021,
,,,dks ;k mlls Bhd igys,
1373,"75 feeh O;kl okys uy tksM+ksa ds fy, jcM+ fuos”ku",izR;sd,16-00,
1374,"100 feeh O;kl okys uy ds tksMksa ds fy, jcM ds fuos”ku",izR;sd,18-00,
1392,60x45 lseh- ds mPp dksfV “kh”ks ds niZ.k,izR;sd,450-00,
1396,"èkkou ik= ds fy, yksap phuh feÍh dh ihfBdk",izR;sd,950-00,
1397,flYyh lhlk,fd-xzk-,210-00,
1532,"bdgjh [kMh ew=nkuh ds fy, cgko uy rFkk ;qXed foLrkj ,ao dySEi] lHkh Øksfe;e eqyEek;qDr ihry ds",izR;sd,310-00,
1533,"nksgjh [kMh ew=nkuh ds fy, cgko uy rFkk ;qXed foLrkj ,ao dySEi] lHkh Øksfe;e eqyEek;qDr ihry ds",izR;sd,425-00,
1534,"rhu [kMh ew=nkfu;ksa dh ekyk ds fy, cgko uy rFkk ;qXed foLrkjd ,oa dySEi] lHkh Øksfe;e eqyEek;qDr ihry ds",izR;sd,525-00,
1535,"Pkkj [kMh ew=nkfu;ksa dh ekyk ds fy, cgko uy rFkk ;qXed foLrkjd ,oa dySEi] lHkh Øksfe;e eqyEek;qDr ihry ds",izR;sd,610-00,
1540,",d ifÍdk ds bdgjs lSV ds fy, fcBko ifÍdk ew=nkuh ds fy, ¼tLrh yksgs ds½ cgko uy rFkk foLrkjd",izR;sd,190-00,
1541,"nks ifÍdkvksa dh ekyk ds fy, fcBko ifÍdk ew=nkuh ds fy, ¼tLrh yksgs ds½ cgko uy rFkk foLrkjd",izR;sd,275-00,
1542,"rhu ifÍdkvksa dh ekyk ds fy, fcBko ifÍdk ew=nkuh ds fy, ¼tLrh yksgs ds½ cgko uy rFkk foLrkjd",izR;sd,310-00,
1543,"pkj ifÍdkvksa dh ekyk ds fy, fcBko ifÍdk ew=nkuh ds fy, ¼tLrh yksgs ds½ cgko uy rFkk foLrkjd",izR;sd,450-00,
1614,tLrh yksgs ds izos”k laca/ku,izR;sd,70-00,
1616,75 fe-eh- O;kl okys 1-80 ehVj yEcs okyw <ys yksgs ds ew= uy] vif”k’V uy rFkk gok uy,izR;sd,1050-00,
1617,100 fe-eh- O;kl okys 1-80 ehVj yEcs okyw <ys yksgs ds ew= uy] vif”k’V uy rFkk gok uy,izR;sd,1135-00,
1620,75 feeh- O;kl okys ckyw <ys yksgs ds lkns eksM,izR;sd,210-00,
1621,100 feeh- O;kl okys ckyw <ys yksgs ds lkns eksM,izR;sd,280-00,
1624,75 fe-eh- O;kl okys okyw <ys yksgs ds igq¡p}kj ;qDr eksM,izR;sd,29000,
1625,100 fe-eh- O;kl okys okyw <ys yksgs ds igq¡p}kj ;qDr eksM,izR;sd,350-00,
1627,"75x75x75 feeh- O;kl okys ckyw <ys yksgs ds lkns le ,d “kk[kk tksM",izR;sd,315-00,
1628,"100x100x100 feeh- O;kl okys ckyw <ys yksgs ds lkns le ,d “kk[kk tksM",izR;sd,405-00,
1630,"75x75x75 feeh- O;kl okys ig¡qp}kj ;qDr ckyw <ys yksgs ds le ,d “kk[kk tksM",izR;sd,390-00,
1631,"100x100x100 feeh- O;kl okys ig¡qp}kj ;qDr ckyw <ys yksgs ds le ,d “kk[kk tksM",izR;sd,455-00,
1633,75x75x75x75 feeh- O;kl okys ckyw <ys yksgs ds lkns le f}”kk[kk tksM,izR;sd,410-00,
1634,100x100x100x100 feeh- O;kl okys ckyw <ys yksgs ds lkns le f}”kk[kk tksM,izR;sd,615-00,
1636,75x75x75x75 feeh- O;kl okys igq¡p }kj ;qDr ckyw <ys yksgs ds le,,,
,f}”kk[kk tksM,izR;sd,525-00,
,,,01-04-2021 dks ;k mlls Bhd igys,
3624,100 feeh- O;kl okys ckyw <ys yksgs ds ew’ky dksVj fljks okys igq¡p}kj ;qDr eksM,izR;sd,400-00,
3625,75 feeh- O;kl okys okyw <ys yksgs ds ew’ky vkSj dksVj igq¡p}kj ;qDr eksM,izR;sd,300-00,
3628,100 feeh- O;kl okys okyw <ys yksgs ds ew’ky vkSj dksVj eksM,izR;sd,300-00,
3629,75 feeh- O;kl okys okyw <ys yksgs ds ew’ky vkSj dksVj eksM,izR;sd,200-00,
3634,"100 feeh- O;kl okys okyw <ys yksgs ds ew’ky vkSj dksVj ,sMh yxs vk/kkj okys LoPNrk eksM",izR;sd,300-00,
3635,"75 feeh- O;kl okys okyw <ys yksgs ds ew’ky vkSj dksVj ,sMh yxs vk/kkj okys LoPNrk eksM",izR;sd,280-00,
3640,"100x100x100 feeh- ckyw <ys yksgs ds ew’ky vkSj dksVj le ,d “kk[kk tksM",izR;sd,500-00,
3641,"75x75x75 feeh- ckyw <ys yksgs ds ew’ky vkSj dksVj le ,d “kk[kk tksM",izR;sd,350-00,
3644,"100x100x100 feeh- igq¡p}j ;qDr ckyw <ys yksgs ds ew’ky vkSj dksVj le ,d “kk[kk tksM",izR;sd,500-00,
3645,"75x75x75 feeh- igq¡p}j ckyw <ys yksgs ds ew’ky vkSj dksVj le ,d “kk[kk tksM",izR;sd,390-00,
3650,100x100x100x100 feeh- ckyw <ys yksgs ds ew’ky vkSj dksVj le f}”kk[kk tksM,izR;sd,630-00,
3651,75x75x75x75 feeh- ckyw <ys yksgs ds ew’ky vkSj dksVj le f}”kk[kk tksM,izR;sd,470-00,
3654,100x100x100x100 feeh- igq¡pnkj ;qDr ckyw <ys yksgs ds ew’ky vkSj dksVj le f}”kk[kk tksM,izR;sd,630-00,
3655,75x75x75x75 feeh- igq¡pnkj ;qDr le f}”kk[kk tksM,izR;sd,500-00,
3660,"100x100x75 feeh- ckyw <ys yksgs ds ew’ky vkSj dksVj vle ,d “kk[kk tksM",izR;sd,600-00,
3664,"100x100x75 feeh- igq¡pnkj ;qDr ckyw <ys yksgs ds ew’ky vkSj dksVj vle ,d “kk[kk tksM",izR;sd,650-00,
3670,100x100x75x75 feeh- ckyw <ys yksgs ds ew’ky vkSj dksVj vle f} “kk[kk tksM,izR;sd,800-00,
3674,100x100x75x75 feeh- igq¡p}kj ;qDr ckyw <ys yksgs ds ew’ky vkSj dksVj vle f}”kk[kk tksM,izR;sd,900-00,
3681,"100x100x100 feeh- O;kl okys ckyw <ys yksgs ds vko”;d dks.k dk ew’ky vkSj dksVj le ,d “kk[kk myV tksM",izR;sd,430-00,
3682,"75x75x75 feeh- O;kl okys ckyw <ys yksgs ds vko”;d dks.k dk ew’ky vkSj dksVj le ,d “kk[kk myV tksM",izR;sd,330-00,
3685,100x100x100x100 feeh- O;kl okys ckyw <ys yksgs ds vko”;d dks.k dk ew’ky vkSj dksVj le f}”kk[kk myV tksM,izR;sd,540-00,
3686,75x75x75x75 feeh- O;kl okys ckyw <ys yksgs ds vko”;d dks.k dk ew’ky vkSj dksVj le f}”kk[kk myV tksM,izR;sd,450-00,
3690,100x100x75 feeh- O;kl okys ckyw <ys yksgs ds vko”;d dks.k dk,,,
,"ew’ky vkSj dksVj vle ,d”kk[kk myV tksM",izR;sd,550-00,
3695,100x100x75x75 feeh- O;kl okys ckyw <ys yksgs ds vko”;d dks.k dk ew’ky vkSj dksVj vle f}”kk[kk myV tksM,izR;sd,730-00,
3699,"75 fe-eh- O;kl ds ry ds fy, ckyw <ys yksgs ds ew’ky vkSj dksVj 75 feeh- [klds",izR;sd,230-00,
3707,"75 fe-eh- O;kl ds ry ds fy, ckyw <ys yksgs ds ew’ky vkSj dksVj 100 feeh- [klds",izR;sd,300-00,
3708,"100 feeh- O;kl ds uy ds fy, ckyw <ys yksgs ds ew’ky vkSj dksVj 150 fe-eh- [klds",izR;sd,400-00,
,,,01-04-2021 dks ;k mlls Bhd igys,
3712,"15 fe-eh- O;kl okys uy ds fy, ckyw <ys yksgs ds ew’ky vkSj dksVj 114 fe-eh- [klds",izR;sd,310-00,
3713,"100 fe-eh- O;kl okys uy ds fy, okyw <ys yksgs ds ew’ky vkSj dksVj 114 fe-eh- [klds",izR;sd,390-00,
3716,"75 fe-eh- O;kl okys uy ds fy, okyw <ys yksgs ds 152 fe-eh- [klds",izR;sd,360-00,
3717,"100 fe-eh- O;kl okys uy ds fy, okyw <ys yksgs ds ew’ky vkSj dksVj 152 fe-eh- [klds",izR;sd,460-00,
3728,vidsUnzh <ys yksgs ds ¼Hkzfe fof/k ls½ 100 feeh- O;kl okys ew’ky vkSj dksVj }kj;qDr VqdMs,izR;sd,410-00,
3729,vidsUnzh <ys yksgs ds ¼Hkzfe fof/k ls½ 75 feeh- O;kl okys ew’ky vkSj dksVj s,s,,
,}kj;qDr VqdM,izR;d,300-00,
3733,vidsUnzh <ys yksgs ds ¼Hkzfe fof/k ls½ 100 feeh- [kkapsnkj fljk <kaih,izR;sd,300-00,
3734,vidsUnzh <ys ¼Hkzfe fof/k ls½ yksgs ds 75 feeh- [kkapsnkj fljk <kaih,izR;sd,210-00,
3738,vidsUnzh <ys ¼Hkzfe fof/k ls½ 100 feeh- dkyj,izR;sd,300-00,
3739,vidsUnzh <ys ¼Hkzfe fof/k ls½ 75 feeh- dkyj,izR;sd,180-00,
3746,"75 fe-eh- O;kl okys uy ds fy, ckyw <ys yksgs ds ew’ky vkSj dksVj 75 feeh- [klds",izR;sd,220-00,
3747,"100 fe-eh- O;kl okys uy ds fy, ckyw <ys yksgs ds ew’ky vkSj dksVj 75 feeh- [klds",izR;sd,360-00,
3749,dksap phuh feÍh dk “kkSp dkxt dk ekud uki dk fMCck,izR;sd,110-00,
4202,Ykky rkeztfjr tLrh Øksfe;e vLrj,yhVj,120-00,
7004,450x300 feeh- dkap phuh feÍh dk likV ihBokyk /kkou&ik=,izR;sd,280-00,
7005,dksap phuh feÍh dh 10 yhVj {kerk okyh fuEu ry Vadh tqMukjksa ds fcuk,izR;sd,700-00,
7006,dksap phuh feÍh dh 10 yhVj {kerk okyh fuEu ry Vadh tqMukjksa lfgr,izR;sd,1200-00,
7048,50 feeh dk jkoy Iyx ¼Js.kh 10 dk½,izR;sd,22-00,
7072,nhokj ij yxus okyh tyeyk/kkj ftldk lkbZt 780×370 fe-eh- gks,izR;sd,5500-00,
7073,Lkek;ksT; dkap phuh feVV~h dh Vadh tqMukjks lfgr ftldh cgko {kerk 3 fyVj@6 fyVj ¼lek;ksT; 4 fy0@8 fy0½,izR;sd,1600-00,
7074,lQsn dkap phuh feVV~h dh futZy ew=nkuh ftldk lkbZt 600×330×315 fe-eh- gks,izR;sd,9000-00,
7075,"futZy ew=nkuh ds fy, Vadh tqMukjks lfgr",izR;sd,2200-00,
7076,lQsn dkap phuh feVV~h dh ew=nkuh 610×390×370 fe-eh- vuqekfur vkdkj dk,izR;sd,4500-00,
7095,250 feeh- xgjh taxjks/kh bLikr dh jlksbZ dh gkSnh 510x1040 feeh- fuFkkj r[rk lfgr,izR;sd,3000-00,
7096,225 feeh- xgjh taxjks/kh bLikr dh jlksbZ dh gkSnh 510x1040 feeh- fuFkkj r[rk lfgr,izR;sd,3500-00,
7097,200 feeh- xgjh taxjks/kh bLikr dh jlksbZ dh gkSnh 510x1040 feeh-,s,,
,fuFkkj r[rk lfgr,izR;d,3200-00,
7098,178 feeh- xgjh taxjks/kh bLikr dh jlksbZ dh gkSnh 510x1040 feeh-,s,,
,fuFkkj r[rk lfgr,izR;d,3000-00,
7101,200 feeh- xgjh taxjks/kh bLikr dh jlksbZ dh gkSnh 610x510 feeh- fuFkkj r[rk ds fcuk,izR;sd,2200-00,
7102,200 feeh- xgjh taxjks/kh bLikr dh jlksbZ dh gkSnh 610x460 feeh-,,,
,fuFkkj r[rk ds fcuk,izR;sd,1500-00,
,Øksfe;e eqyXek;qDr ihry dh lapkyu rFkk vU; ;qXedks lfgr,izR;sd,190-00,
1893,"ew=nkuh ds fy, <ys yksgs dk 80 feeh- O;kl okyk QUnk ,o gok fudkl",,,
,Øksfe;e eqyXek;qDr ihry dh lapkyu rFkk vU; ;qXedks lfgr,izR;sd,225-00,
1895,40 feeh- O;kl dk Øksfe;e eqyXek;qDr ihry dk QUnk,izR;sd,315-00,
1896,ckyw <ys yksgs dk 100 feeh- QUnk] gok fudklh lfgr,izR;sd,325-00,
1897,ckyw <ys yksgs dk 100 feeh- izos”k vkSj 100 feeh- fudkl okyk 100 feeh- QUnk,izR;sd,300-00,
1898,ckyw <ys yksgs dk 100 feeh- izos”k vkSj 75 feeh- fudkl okyk 100 feeh- QUnk,izR;sd,220-00,
1913,dkap phuh feÍh dks gksaBnkj ew=nkuh,izR;sd,470-00,
1915,dkap phuh feÍh dh foBko ifÍdk ew=nkuh,izR;sd,1053-00,
1947,630x450 feeh- fe-eh- dkap phuh feÍh dk likV ihBokyk /kkou& ik=,izR;sd,725-00,
1949,600x480 feeh- fe-eh- dkap phuh feÍh dk dks.kh; ihBokyk /kkou& ik=,izR;sd,725-00,
1950,400x400 feeh- fe-eh- dksap phuh feÍh dk dks.kh; ihBokyk /kkou& ik=,izR;sd,425-00,
1951,32 fe-eh- Øksfe;e eqyEek;qDr ihry dh fudkl tqMukj,izR;sd,85-00,
1952,40 fe-eh- Øksfe;e eqyEek;qDr ihry dh fudkl tqMukj,izR;sd,100-00,
1953,580 feeh- uki dk dkap phuh feÍh dk Hkkjrh; <ax dk tyeyk/kkj&ik=,izR;sd,475-00,
1954,580 feeh- uki dk dkap phuh feÍh dk mMhlk <ax dk tyeyk/kkj&ik=,izR;sd,1290-00,
1955,dkap phuh feÍh dk tyeyk?kkj ihfBdk& ik=,izR;sd,1025-00,
1965,"fuekZrk fofunsZ”kksa ds vuqlkj cus lQsn dkap phuh feÍh ds f}mÌs”kh; tyeyk/kkj ihfBdk ik=½ foBko ifÍdk rFkk ;wjksih; <ax ds tyeyk/kkj ihfBdk ik= dh rjg iz;ksx ds fy, mi;qDr",izR;sd,2500-00,
1966,"10 yhVj {kerk ds vkUrfjd OgkbV foVqjl pkbuk Moy VªSi lkbQksfud okVj DykslsV ¼¶yksj ekm.VsM½ dk lHkh fQfVax ,oa fQDlj dh O;oLFkk djuk",izR;sd,9800-00,
1970,250x125x25 feeh- dkap phuh feÍh dk ik;nku,tksMk,103-00,
2202,40 feeh- ukHkh; uki ls de iRFkj ds feykos dh <qykbZ,?ku eh-,163-93,
2203,eksVh jsr dh <qykbZ,?ku eh-,163-93,
2205,bLikr dh <qykbZ,Vu,145-72,
2209,lhesUV dh <qykbZ,Vu,145-72,
3213,660x460 feeh- dkap phuh feÍh dk ltZu ds <ax dk /kkou&ik=,izR;sd,1100-00,
3228,"Ekkud vfHkdYi ds vuksMkbt fd, gq, ,Y;qehfu;e ds dks.kh; <kps dh 600x120 fe-eh- “kh”ks dh rkdiÍh Øksfe;e eqyEek;qDr ihry ds czSdVksa",,,
,vkSj lqj{kk NM lfgr feeh- dkap phuh feÍh dk ik;nku,izR;sd,300-00,
3229,550x400 fe-eh- dkap phuh feÍh dk likV ihB okyk /kkou& ik=,izR;sd,550-00,
3617,40 feeh O;kl ds Øksfe;e eqyEek;qDr ihry ds ;qXed,izR;sd,210-00,
3620,vidsUnzh <ys yksgs ¼Hkzfefof/k ls½ ds ew’ky dksVj fljksa okys] vif”k’V uy vkSj gok uy 1-80 ehVj yEcs% 100 fe-eh- O;kl okys,izR;sd,1170-00,
3621,75 feeh- O;kl okys 1-80 ehVj yEcs ew’ky dksVj fljksa okys] vif”k’V uy,,,
,vkSj gok uy 1-80 ehVj yEcs ¼Hkzfe fof/k ls½ ds vif”k’V uy vkSj gok uy,izR;sd,1150-00,
,,,01-04-2021 dks ;k mlls Bhd igys,
7376,tLrh yksgs ds cgko uy rFkk Øksfe;e eqyEek;qDr ihry ds foLrkjd] Øksfe;e eqyDek;qDr la;kstd uy lfgr nks gksBnkj ew=nkuh;ksa dh ek=k,izR;sd,765-00,
7377,tLrh yksgs ds cgko uy rFkk Øksfe;e eqyEek;qDr ihry ds foLrkjd],,,
,Øksfe;e eqyDek;qDr la;kstd uy lfgr rhu gksBnkj ew=nkuh;ksa dh ek=k,izR;sd,1050-00,
7378,tLrh yksgs ds cgko uy rFkk Øksfe;e eqyEek;qDr ihry ds foLrkjd] Øksfe;e eqyEek;qDr la;kstd uy lfgr pkj gksBnkj ew=nkuh;ksa dh ek=k,izR;sd,1430-00,
7379,580x380x350 feeh lQsn dkap phuh feÍh ds likV ihBokyh feÍh dh vk/kh [kMh ew=nkuh ;k 450x375x350 feeh dks.kh; ihBokyh ew=nkuh,,,
,Hkk-ek- 2556 ds vuq:i fudkl tqMukjksa lfgr,izR;sd,865-00,
7406,"ih-Vh-,e-Vh- fiyj dkd",izR;sd,115-00,
7491,"ih-Vh-,e-Vh- 31@32 feeh- fudkl ;qXed",izR;sd,34-00,
7492,"ih-Vh-,e-Vh- 38@40 feeh- fudkl ;qXed",izR;sd,39-00,
7493,"ih-Vh-,e-Vh- 31@32 feeh- ckWVy QUns",izR;sd,200-00,
7494,"ih-Vh-,e-Vh- 38@40 feeh- ckWVy QUns",izR;sd,200-00,
7503,"ih-Vh-,e-Vh- 400 fe-yh- {kerk okyh nzo lkcqu dh “kh”kh",izR;sd,95-00,
7504,"ih-Vh-,e-Vh- 215x200x37 feeh ds rkSfy;k NYys",izR;sd,110-00,
7505,"ih-Vh-,e-Vh- rkSfy;k NMs ¼450 feeh- yEckbZ½",izR;sd,125-00,
7506,"ih-Vh-,e-Vh- rkSfy;k NMs ¼600 feeh- yEckbZ½",izR;sd,145-00,
7507,"ih-Vh-,e-Vh- 450x124x36 feeh feeh- dh rkd iÍh",izR;sd,150-00,
7508,"ih-Vh-,e-Vh- 15 feeh- ds ew=nkuh foLrkjd",izR;sd,55-00,
7621,Hkkjrh; ekud % 15905 ds vuq:Ik 100 feeh O;kl ds`(`3000feeh yacs uy½,,,
,gcySl vidsanz;rk <ys ¼Hkzfe fof/k l½ yksgs ds ikbi,ehVj,700-00,
7622,Hkkjrh; ekud % 15905 ds vuq:Ik 75 feeh O;kl ds`(`3000feeh yacs uy½,,,
,gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ yksgs ds ikbi,ehVj,570-00,
7623,Hkkjrh; ekud % 15905 ds vuq:Ik 100 feeh O;kl ds gcySl vidsanz;rk,,,
,s f ff sss s s Sa,s,,
,<y ¼Hkze o/k l½ ykg d lkn cM,izR;d,230-00,
7624,Hkkjrh; ekud % 15905 ds vuq:Ik 75 feeh O;kl ds gcySl vidsanz;rk <ys `(`Hkzfe fof/k l½ yksgs ds lkns cSaM,izR;sd,160-00,
7625,Hkkjrh; ekud % 15905 ds vu:Ik 100x100x100x100feeh O;kl ds gcySl,,,
,q vidsanz;rk <ys ¼Hkzfe fof/k ls½ le lkns f}”kk[kk yksgs ds tksM,izR;sd,510-00,
7626,Hkkjrh; ekud % 15905 ds vu:Ik 75x75x75x75 feeh O;kl ds gcySl,,,
,q vidsanz;rk <ys ¼Hkzfe fof/k ls½ le lkns f}”kk[kk yksgs ds tksM,izR;sd,275-00,
7627,Hkkjrh; ekud % 15905 ds vu:Ik 100x100x100 feeh O;kl ds gcySl,,,
,"q vidsanz;rk <ys ¼Hkzfe fof/k ls½ le lkns ,d “kk[kk yksgs ds tksM",izR;sd,400-00,
7628,Hkkjrh; ekud % 15905 ds vu:Ik 75x75x75 feeh O;kl dsgcySl,,,
,"q vidsanz;rk <ys ¼Hkzfe fof/k ls½ le lkns ,d “kk[kk yksgs ds tksM",izR;sd,215-00,
7629,Hkkjrh; ekud % 15905 ds vu:Ik 100x100x75x75 feeh O;kl dsgcySl,,,
,q vidsanz;rk <ys ¼Hkzfe fof/k ls½ vle lkns f}”kk[kk yksgs ds tksM,izR;sd,400-00,
7630,Hkkjrh; ekud % 15905 ds vuq:Ik 100x100x75 feeh O;kl ds gcySl,,,
,"vidsanz;rk <ys ¼Hkzfe fof/k ls½ vle lkns ,d”kk[kk yksgs ds tksM",izR;sd,375-00,
7631,Hkkjrh; ekud % 15905 ds vuq:Ik 100x100x100x100 feeh O;kl ds gcySl,,,
,vidsanz;rk <ys ¼Hkzfe fof/k ls½ yksgs ds le lkns f}”kk[kk mrj tksM,izR;sd,625-00,
7633,"Hkkjrh; ekud % 15905 ds vuq:Ik 75x75x75 feeh O;kl ds gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ yksgs ds le lkns ,d”kk[kk mrj tksM",izR;sd,260-00,
7634,"Hkkjrh; ekud % 15905 ds vuq:Ik 100x100x75 feeh O;kl ds gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ yksgs ds 45 fMxzh vle lkns ,d”kk[kk mrj tksM",izR;sd,430-00,
7635,Hkkjrh; ekud % 15905 ds vuq:i gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ 100feeh O;kl ds uy lfgr 65 feeh yksgs ds [klds,izR;sd,360-00,
7636,Hkkjrh; ekud % 15905 ds vuq:Ik gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ 75feeh O;kl ds uy lfgr 65 feeh yksgs ds [klds,izR;sd,295-00,
7637,Hkkjrh; ekud % 15905 ds vuq:Ik gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ 100feeh O;kl ds uy lfgr yksgs ds 130feeh [klds,izR;sd,440-00,
7638,Hkkjrh; ekud % 15905 ds vuq:Ik gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ 75 feeh O;kl ds uy lfgr yksgs ds 130feeh [klds,izR;sd,310-00,
7639,"Hkkjrh; ekud % 15905 ds vuq:Ik gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ 100 feeh O;kl okys ,Dlsl Mksj lfgr yksgs ds cSaM",izR;sd,365-00,
7640,"Hkkjrh; ekud % 15905 ds vuq:Ik gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ 75 feeh O;kl okys ,Dlsl Mksj lfgr yksgs ds cSaM",izR;sd,290-00,
7641,Hkkjrh; ekud % 15905 ds vuq:Ik gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ 100 feeh O;kl okys yksgs ds VfeZuy XkMZ ¼LykWVsM dkmy½,izR;sd,270-00,
7642,Hkkjrh; ekud % 15905 ds vuq:Ik 100 feeh izos”k rFkk 100 feeh fudkl lfgr gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ yksgs ds VªsSi,izR;sd,540-00,
7643,Hkkjrh; ekud % 15905 ds vuq:Ik 100 feeh izos”k rFkk 75 feeh fudkl lfgr gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ yksgs ds VªsSi,izR;sd,385-00,
7644,"100 feeh O;kl okys gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ yksgs ds fy, bihMh,e jcj XkLdsV lfgr ,l,l 304 xzsM “khYMsM difyaX",izR;sd,275-00,
7645,"75 feeh O;kl okys gcySl vidsanz;rk <ys ¼Hkzfe fof/k ls½ yksgs ds fy, bihMh,e jcj XkLdsV lfgr ,l,l 304 xzsM “khYMsM difyaX",izR;sd,250-00,
7805,",- vkbZ- ,l- vkbZ- &304 ¼18@8½ mMhlk <ax ds 724 fe-eh-x 578fe-eh- ds lsyse taxjks/kh bLikr ds tyey/kkj& ik=",izR;sd,4500-00,
7806,",- vkbZ- ,l- vkbZ- &304 ¼18@8½ ds 405 fe-eh-x355 fe-eh- ds lsyse taxjks/kh bLikr ds xksy& ik=",izR;sd,1500-00,
7807,",- vkbZ- ,l- vkbZ- &304 ¼18@8½ ds 530 fe-eh-x345 fe-eh- ds lsyse taxjks/kh bLikr ds /kkou& ik=",izR;sd,2000-00,
7808,vidsUnzh; <ys ¼Hkwfe fof/k ls½ yksgs ds Hkw’ky vkSj dksVj fljks okys 100 fe-eh- izos”k rFkk 100 feeh- okys fudkl uy,izR;sd,450-00,
7809,vidsUnzh; <ys ¼Hkwfe fof/k ls½ yksgs ds Hkw’ky vkSj dksVj fljks okys 100 fe-eh- izos”k rFkk 75 feeh- okys fudkl uy,izR;sd,500-00,
7858,"15 feeh- O;kl okyh ih Vh ,e Vh ew=nkuh VksVh",izR;sd,95-00,
9001,lh-ih- czkl lsUVj gksy csflu feDlj dkLV LikmV ds lkFk,izR;sd,1600-00,
9977,<qykbZ,",deq”r",2-12,
9988,"<qykbZ ,oa fofo/k",",deq”r",2-12,
9999,fofo/k,",d eq”r",2-12,
,No.,,,
17.1,"Providin pan ) wit P.V.C. flu device ( fixtures floors wh g and fixing water closet squatting pan (Indian type W.C. h 100 mm sand cast Iron P or S trap, 10 litre low level white shing cistern, including flush pipe, with manually controlled handle lever) conforming to IS : 7231, with all fittings and complete, including cutting and making good the walls and erever required:",,,
17.1.1,White Vitreous china Orissa pattern W.C. pan of size 580x440 mm with integral type foot rests,each,5781.35,
17.1.2,Stainless Steel AISI-304(18/8) Orissa pattern W.C. pan of size 585x480 mm with flush pipe and integrated type foot rests,each,10076.15,
17.2,"Providin (Europe P.V.C. flu device ( fixtures floors wh g and fixing white vitreous china pedestal type water closet an type W.C. pan) with seat and lid, 10 litre low level white shing cistern, including flush pipe, with manually controlled handle lever), conforming to IS : 7231, with all fittings and complete, including cutting and making good the walls and erever required :",,,
17.2.1,W.C. pan with ISI marked white solid plastic seat and lid,each,5540.55,
17.2.2,W.C. pan with ISI marked black solid plastic seat and lid,each,5426.80,
17.3,"Providin (Europe china flu 40 mm f make a complet making g and fixing white vitreous china pedestal type water closet an type) with seat and lid, 10 litre low level white vitreous shing cistern & C.P. flush bend with fittings & C.I. brackets, lush bend, overflow arrangement with specials of standard nd mosquito proof coupling of approved municipal design e, including painting of fittings and brackets, cutting and good the walls and floors wherever required :",,,
